agency_cd	site_no	measurement_nu	measurement_dt	tz_cd	q_meas_used_fg	party_nm	site_visit_coll_agency_cd	gage_height_va	discharge_va	measured_rating_diff	gage_va_change	gage_va_time	control_type_cd	discharge_cd	chan_nu	chan_name	meas_type	streamflow_method	velocity_method	chan_discharge	chan_width	chan_area	chan_velocity	chan_stability	chan_material	chan_evenness	long_vel_desc	horz_vel_desc	vert_vel_desc	chan_loc_cd	chan_loc_dist
USGS	07374000	97	2009-05-04 14:30:00	CDT	Yes	PF/MD/CS	USGS	29.84	745000	Good	0.02	0.70	Unspecifed	NONE	1	Imported Channel 1	MBOT	QADCP	VADCP	745000	2820	169000	4.40	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UPST	5280.00
USGS	07374000	98	2009-05-21 08:43:00	CDT	Yes	MLD/GTS	USGS	38.35	1080000	Good	0.05	0.50		NONE	1	Imported Channel 1	MBOT	QADCP	VADCP	1080000	3070	196000	5.49	SOFT	SAND	EVEN	unkn	UNSP	UNSP	UPST	5280.00
USGS	07374000	99	2009-06-01 13:16:00	CDT	Yes	CPF/MLD	USGS	40.92	1160000	Fair	0.03	0.70		NONE	1	Imported Channel 1	MBOT	QADCP	VADCP	1160000	3100	198000	5.83	SOFT	SAND	EVEN	unkn	UNSP	UNSP	UPST	5280.00
USGS	07374000	100	2009-06-15 11:27:00	CDT	Yes	PF/MD/CS	USGS	33.63	855000	Good	0.05	0.50		NONE	1	Imported Channel 1	MBOT	QADCP	VADCP	855000	2670	169000	5.06	SOFT	silt	EVEN	unkn	UNSP	UNSP	UPST	5280.00
USGS	07374000	101	2009-07-16 09:52:00	CDT	Yes	PF/MD/CS	USGS	15.68	396000	Good	0.02	0.60		NONE	1	Imported Channel 1	MBOT	QADCP	VADCP	396000	3070	121000	3.33	SOFT	silt	EVEN	unkn	UNSP	UNSP	UPST	500.00
USGS	07374000	102	2009-08-13 13:00:00	CDT	Yes	CPF/MLD	USGS	18.80	475000	Good	0.00	0.60		NONE	1	Imported Channel 1	MBOT	QADCP	VADCP	475000	2710	129000	3.69	SOFT	silt	EVEN	unkn	UNSP	UNSP	UPST	5280.00
USGS	07374000	103	2009-10-08 12:59:00	CDT	Yes	CPF, MLD	USGS	19.97	505000	Good	0.00	0.50	Clear	NONE	1	Imported Channel 0	MBOT	QADCP	VADCP	505000	2590	141000	3.59	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UPST	5280.00
USGS	07374000	104	2009-12-02 19:53:00	CST	Yes	CPF, MLD	USGS	28.71	722000	Fair	-0.01	0.40	Clear	NONE	1	Imported Channel 0	MBOT	QADCP	VADCP	722000	2780	157000	4.58	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UPST	5280.00
USGS	07374000	105	2010-01-12 13:35:00	CST	Yes	CPF, MLD	USGS	30.28	820000	Fair		0.60	Clear	NONE	1	Imported Channel 0	MBOT	QADCP	VADCP	820000	2800	164000	5.00	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UPST	5280.00
USGS	07374000	106	2010-02-08 12:02:00	CST	Yes	CPF,MMB	USGS	33.80	963000	Fair	0.02	0.50	Clear	NONE	1	Imported Channel 0	MBOT	QADCP	VADCP	963000	2900	172000	5.59	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UPST	5280.00
USGS	07374000	107	2010-03-11 13:47:00	CST	Yes	CPF, MLD	USGS	25.93	625000	Good	0.02	0.50	Clear	NONE	1	Imported Channel 0	MBOT	QADCP	VADCP	625000	2650	146000	4.28	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UPST	5280.00
USGS	07374000	108	2010-03-22 13:39:00	CDT	Yes	CPF,MLD	USGS	26.03	642000	Good	0.01	0.60	Clear	NONE	1	Imported Channel 0	MBOT	QADCP	VADCP	642000	2640	150000	4.28	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UPST	5280.00
USGS	07374000	109	2010-04-07 12:50:00	CDT	Yes	MLD, LBS	USGS	32.69	882000	Poor		0.70	Clear	NONE	1	Imported Channel 0	MBOT	QADCP	VADCP	882000	2890	170000	5.19	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UPST	2000.00
USGS	07374000	110	2010-04-21 12:03:00	CDT	Yes	CPF, MLD	USGS	29.53	727000	Fair	0.01	0.60	Clear	NONE	1	Imported Channel 0	MBOT	QADCP	VADCP	727000	2850	159000	4.58	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UPST	5280.00
USGS	07374000	111	2010-05-05 13:14:00	CDT	Yes	CPF, MLD	USGS	22.52	549000	Good	0.01	0.60	Clear	NONE	1	Imported Channel 0	MBOT	QADCP	VADCP	549000	2750	140000	3.91	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UPST	5280.00
USGS	07374000	112	2010-05-19 12:59:00	CDT	Yes	CPF,MLD	USGS	32.63	847000	Fair		0.50	Clear	NONE	1	Imported Channel 0	MBOT	QADCP	VADCP	847000	2920	171000	4.95	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UPST	5280.00
USGS	07374000	113	2010-06-02 11:35:00	CDT	Yes	CPF, MLD	USGS	34.33	908000	Good		0.50	Clear	NONE	1	Imported Channel 0	MBOT	QADCP	VADCP	908000	2940	180000	5.06	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UPST	5280.00
USGS	07374000	114	2010-06-16 13:28:00	CDT	Yes	CPF,MLD	USGS	25.82	598000	Good		0.50	Clear	NONE	1	Imported Channel 0	MBOT	QADCP	VADCP	598000	2770	151000	3.96	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UPST	5280.00
USGS	07374000	115	2010-08-11 12:18:00	CDT	Yes	CPF, MLD	USGS	21.73	525000	Fair	0.01	0.50	Clear	NONE	1	Imported Channel 0	MBOT	QADCP	VADCP	525000	2750	144000	3.66	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UPST	5280.00
USGS	07374000	116	2010-10-27 12:32:00	CDT	Yes	CPF,MLD	USGS	10.60	280000	Fair	0.01	0.50	Clear	NONE	1	Imported Channel 1	MBOT	QADCP	VADCP	280000	2610	112000	2.50	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UPST	5280.00
USGS	07374000	117	2010-12-08 14:15:00	CST	Yes	CPF,MLD	USGS	13.45	358000	Poor	0.02	1.20	Clear	NONE	1	Imported Channel 1	MBOT	QADCP	VADCP	358000	2600	119000	3.01	UNSP	silt	UNSP	unkn	UNEV	UNSP	UPST	5280.00
USGS	07374000	118	2011-01-10 14:35:00	CST	Yes	CPF,MLD	USGS	9.70	269000	Fair	0.02	0.50	Clear	NONE	1	Imported Channel 1	MBOT	QADCP	VADCP	269000	2520	111000	2.43	UNSP	SAND	UNEV	unkn	UNEV	UNSP	UPST	5280.00
USGS	07374000	119	2011-02-09 12:26:00	CST	Yes	CPF, MLD	USGS	10.33	300000	Fair		0.70	Clear	NONE	1	Imported Channel 1	MBOT	QADCP	VADCP	300000	2530	116000	2.58	UNSP	SAND	UNSP	unkn	UNSP	UNSP	UPST	5280.00
USGS	07374000	120	2011-03-08 12:48:00	CST	Yes	CPF, MLD	USGS	26.48	681000	Fair	0.06	0.60	DebrisHeavy	NONE	1	Imported Channel 1	MBOT	QADCP	VADCP	681000	2630	158000	4.30	UNSP	SAND	UNSP	unkn	UNEV	UNSP	UPST	5280.00
USGS	07374000	121	2011-03-21 13:04:00	CDT	Yes	CPF, MLD	USGS	32.84	909000	Fair	0.01	0.50	Clear	NONE	1	Imported Channel 1	MBOT	QADCP	VADCP	909000	2690	178000	5.11	UNSP	SAND	UNSP	unkn	UNEV	UNKN	UPST	5280.00
USGS	07374000	122	2011-04-06 12:57:00	CDT	Yes	CPF, GBR	USGS	35.24	972000	Poor	0.04	0.50	Clear	NONE	1	Imported Channel 1	MBOT	QADCP	VADCP	972000	2860	177000	5.50	UNSP	SAND	UNSP	unkn	UNEV	UNSP	UPST	5280.00
USGS	07374000	123	2011-04-20 13:18:00	CDT	Yes	CPF, MLD	USGS	29.49	745000	Fair		1.10	Clear	NONE	1	Imported Channel 1	MBOT	QADCP	VADCP	745000	2660	167000	4.45	FIRM	SAND	UNEV	unkn	UNEV	UNSP	UPST	5280.00
USGS	07374000	124	2011-05-03 10:24:00	CDT	Yes	MLD,EPM	USGS	35.25	975000	Fair		0.70	Clear	NONE	1	Imported Channel 1	MBOT	QADCP	VADCP	975000	3510	188000	5.18	FIRM	SAND	UNSP	unkn	UNEV	UNSP	UPST	1000.00
USGS	07374000	125	2011-05-09 14:02:00	CDT	Yes	CPF,MLD	USGS	41.28	1220000	Fair	0.02	0.30	DebrisHeavy	NONE	1	Imported Channel 1	MBOT	QADCP	VADCP	1220000	3520	211000	5.80	UNSP	SAND	UNSP	unkn	UNEV	UNSP	UPST	1000.00
USGS	07374000	126	2011-05-12 15:23:00	CDT	Yes	CPF,MLD	USGS	43.60	1370000	Fair		0.70	Clear	NONE	1	Imported Channel 1	MBOT	QADCP	VADCP	1370000	3570	219000	6.26	FIRM	SAND	UNSP	unkn	UNEV	UNSP	UPST	1000.00
USGS	07374000	127	2011-05-16 09:51:00	CDT	Yes	CPF,MLD	USGS	45.05	1410000	Good		0.60	DebrisLight	NONE	1	Imported Channel 1	MBOT	QADCP	VADCP	1410000	3510	223000	6.35	FIRM	SAND	UNSP	unkn	UNEV	UNSP	UPST	1000.00
USGS	07374000	128	2011-05-17 10:30:00	CDT	Yes	TEB, SMP	USGS	45.21	1410000	Good		0.70	DebrisModerate	NONE	1	Mississippi River	UNSP	QADCP	VADCP	1410000	3500	222000	6.35	FIRM	SAND	UNSP	unkn	UNSP	UNSP	UPST	1000.00
USGS	07374000	129	2011-05-19 11:16:00	CDT	Yes	TEB, GBR	USGS	45.35	1440000	Good		0.70	DebrisLight	NONE	1	Imported Channel 1	MBOT	QADCP	VADCP	1440000	3490	223000	6.44	FIRM	SAND	UNSP	unkn	UNEV	UNSP	UPST	1500.00
USGS	07374000	130	2011-05-23 11:39:00	CDT	Yes	CPF, MLD	USGS	44.88	1420000	Fair		0.30	Clear	NONE	1	Imported Channel 1	MBOT	QADCP	VADCP	1420000	3590	222000	6.38	FIRM	SAND	UNSP	unkn	UNEV	UNSP	UPST	1500.00
USGS	07374000	131	2011-05-25 09:52:00	CDT	Yes	TEB, SMP	USGS	44.51	1380000	Good		1.10	DebrisModerate	NONE	1	Imported Channel 1	MBOT	QADCP	VADCP	1380000	3530	219000	6.33	FIRM	SAND	UNSP	unkn	UNEV	UNSP	UPST	1000.00
USGS	07374000	132	2011-05-30 08:47:00	CDT	Yes	CPF, GBR	USGS	44.13	1340000	Fair		0.60	DebrisLight	NONE	1	Imported Channel 1	MBOT	QADCP	VADCP	1340000	3530	210000	6.40	FIRM	SAND	UNSP	unkn	UNEV	UNSP	UPST	1500.00
USGS	07374000	133	2011-06-06 11:09:00	CDT	Yes	CPF, MLD	USGS	41.88	1230000	Fair		0.60	Clear	NONE	1	Imported Channel 1	MBOT	QADCP	VADCP	1230000	3530	208000	5.94	FIRM	SAND	UNSP	unkn	UNEV	UNSP	UPST	1500.00
USGS	07374000	134	2011-06-20 11:46:00	CDT	Yes	TEB, GBR	USGS	35.42	925000	Fair		0.70	DebrisLight	NONE	1	Imported Channel 1	MBOT	QADCP	VADCP	925000	3470	185000	5.01	FIRM	SAND	UNSP	unkn	UNEV	UNSP	UPST	1000.00
USGS	07374000	135	2011-06-27 11:16:00	CDT	Yes	CPF, MLD	USGS	30.75	741000	Good		0.30	DebrisLight	NONE	1	Imported Channel 1	MBOT	QADCP	VADCP	741000	2870	169000	4.39	FIRM	SAND	UNSP	unkn	UNEV	UNSP	UPST	5280.00
USGS	07374000	136	2011-08-22 12:21:00	CDT	Yes	CPF, MLD	USGS	15.19	388000	Good		0.30	Clear	NONE	1	Imported Channel 1	MBOT	QADCP	VADCP	388000	2550	131000	2.95	FIRM	SAND	UNSP	unkn	UNEV	UNSP	UPST	5280.00
USGS	07374000	137	2011-10-24 13:04:00	CDT	Yes	CPF, MLD	USGS	6.54	216000	Good	0.02	0.40	Clear	NONE	1	Imported Channel 1	MBOT	QADCP	VADCP	216000	2580	99200	2.17	FIRM	SAND	UNSP	unkn	UNEV	UNSP	UPST	5280.00
USGS	07374000	138	2011-12-06 13:06:00	CST	Yes	CPF, CGS	USGS	24.47	596000	Good	0.03	0.40	DebrisLight	NONE	1	Imported Channel 1	MBOT	QADCP	VADCP	596000	2780	149000	3.99	FIRM	SAND	UNSP	unkn	UNSP	UNSP	UPST	5280.00
USGS	07374000	139	2012-01-17 12:17:00	CST	Yes	CPF, MLD	USGS	23.59	541000	Fair		0.30	Clear	NONE	1	Imported Channel 1	MBOT	QADCP	VADCP	541000	2600	155000	3.49	FIRM	SAND	UNSP	unkn	UNEV	UNSP	UPST	5280.00
USGS	07374000	140	2012-02-06 12:32:00	CST	Yes	CPF, MLD	USGS	29.89	775000	Good		0.30	Clear	NONE	1	Imported Channel 1	MBOT	QADCP	VADCP	775000	2800	169000	4.58	FIRM	SAND	UNSP	unkn	UNEV	UNSP	UPST	5280.00
USGS	07374000	141	2012-03-05 12:08:00	CST	Yes	CPF, MLD	USGS	17.80	429000	Poor		0.30	Clear	NONE	1	Imported Channel 1	MBOT	QADCP	VADCP	429000	2720	134000	3.20	FIRM	SAND	UNSP	unkn	UNEV	UNSP	UPST	5280.00
USGS	07374000	142	2012-03-19 11:48:00	CDT	Yes	CPF, MLD	USGS	29.02	725000	Fair		0.30	DebrisLight	NONE	1	Imported Channel 1	MBOT	QADCP	VADCP	725000	2660	170000	4.26	FIRM	SAND	UNSP	unkn	UNEV	UNSP	UPST	5280.00
USGS	07374000	143	2012-04-02 12:33:00	CDT	Yes	MLD, LBS	USGS	31.58	804000	Poor	0.05	0.20	Unspecifed	NONE	1	Imported Channel 1	MBOT	QADCP	VADCP	804000	2640	172000	4.68	FIRM	SAND	UNSP	unkn	UNEV	UNSP	UPST	5280.00
USGS	07374000	144	2012-04-16 11:52:00	CDT	Yes	CPF, MLD	USGS	22.37	518000	Fair		0.30	Clear	NONE	1	Imported Channel 1	MBOT	QADCP	VADCP	518000	2620	148000	3.51	FIRM	SAND	UNSP	unkn	UNEV	UNSP	UPST	5280.00
USGS	07374000	145	2012-04-30 13:06:00	CDT	Yes	CPF, MLD	USGS	16.19	396000	Fair		0.30	Clear	NONE	1	Imported Channel 1	MBOT	QADCP	VADCP	396000	2510	132000	3.00	FIRM	SAND	UNSP	unkn	UNEV	UNSP	UPST	5280.00
USGS	07374000	146	2012-05-14 13:03:00	CDT	Yes	CPF, MLD	USGS	18.00	448000	Fair		0.30	Clear	NONE	1	Imported Channel 1	MBOT	QADCP	VADCP	448000	2710	136000	3.30	FIRM	SAND	UNSP	unkn	UNEV	UNSP	UPST	5280.00
USGS	07374000	147	2012-06-11 17:11:00	CDT	Yes	CPF, MLD	USGS	7.25	218000	Fair		0.30	Clear	NONE	1	Imported Channel 1	MBOT	QADCP	VADCP	218000	2510	108000	2.01	FIRM	SAND	UNSP	unkn	UNEV	UNSP	UPST	5280.00
USGS	07374000	148	2012-08-06 12:15:00	CDT	Yes	CPF, MLD	USGS	4.24	153000	Good		0.50	Clear	NONE	1	Imported Channel 1	MBOT	QADCP	VADCP	153000	2560	99600	1.53	FIRM	SAND	UNSP	unkn	UNEV	UNKN	UPST	5280.00
USGS	07374000	149	2012-10-22 18:31:00	CDT	Yes	CPF, MLD	USGS	4.73	152000	Poor	0.00	0.30	Clear	NONE	1	Imported Channel 1	MBOT	QADCP	VADCP	152000	2450	104000	1.47	FIRM	SAND	UNSP	unkn	UNEV	UNSP	UPST	5280.00
USGS	07374000	150	2012-12-03 12:08:00	CST	Yes	MLD,JGS	USGS	4.83	159000	Fair		0.40	Clear	NONE	1	Imported Channel 1	MBOT	QADCP	VADCP	159000	2520	102000	1.55	FIRM	SAND	UNSP	unkn	UNEV	UNSP	UPST	5280.00
USGS	07374000	151	2013-01-14 11:49:00	CST	Yes	MLD,JGS	USGS	19.55	504000	Fair		0.40	Clear	NONE	1	Imported Channel 1	MBOT	QADCP	VADCP	504000	2610	139000	3.63	UNSP	SAND	UNSP	unkn	UNSP	UNSP	UPST	5280.00
USGS	07374000	152	2013-02-21 08:16:00	CST	Yes	MLD, JGS	USGS	26.64	648000	Good		0.40	Clear	NONE	1	Imported Channel 1	MBOT	QADCP	VADCP	648000	2650	154000	4.21	UNSP	SAND	UNSP	unkn	UNSP	UNSP	UPST	5280.00
USGS	07374000	153	2013-03-18 12:32:00	CDT	Yes	MLD, JGS	USGS	21.52	541000	Fair		0.40	Clear	NONE	1	Imported Channel 1	MBOT	QADCP	VADCP	541000	2610	143000	3.79	UNSP	SAND	UNSP	unkn	UNEV	UNSP	UPST	5280.00
USGS	07374000	154	2013-04-08 13:01:00	CDT	Yes	CPF, MLD	USGS	25.41	619000	Fair		0.30	DebrisLight	NONE	1	Imported Channel 1	MBOT	QADCP	VADCP	619000	2570	152000	4.07	FIRM	SAND	UNSP	unkn	UNEV	UNSP	UPST	7900.00
USGS	07374000	155	2013-04-22 11:54:00	CDT	Yes	MLD, JRF	USGS	25.68	633000	Good		0.30	Clear	NONE	1	Imported Channel 1	MBOT	QADCP	VADCP	633000	2620	156000	4.05	FIRM	SAND	UNSP	unkn	UNEV	UNSP	UPST	7900.00
USGS	07374000	156	2013-05-06 12:44:00	CDT	Yes	CPF, MLD	USGS	33.43	891000	Good		0.30	Clear	NONE	1	Imported Channel 1	MBOT	QADCP	VADCP	891000	2650	176000	5.05	FIRM	SAND	UNSP	unkn	UNEV	UNSP	UPST	7900.00
USGS	07374000	157	2013-05-20 12:25:00	CDT	Yes	CPF, MLD	USGS	35.32	972000	Fair		0.30	DebrisLight	NONE	1	Imported Channel 1	MBOT	QADCP	VADCP	972000	2670	178000	5.45	FIRM	SAND	UNSP	unkn	UNEV	UNSP	UPST	7900.00
USGS	07374000	158	2013-06-03 11:55:00	CDT	Yes	MLD, MMB	USGS	33.76	888000	Poor		0.30	Clear	NONE	1	Imported Channel 1	MBOT	QADCP	VADCP	888000	2660	175000	5.09	FIRM	SAND	UNEV	unkn	UNEV	UNSP	UPST	7800.00
USGS	07374000	159	2013-06-17 12:19:00	CDT	Yes	MLD, MMB	USGS	32.97	837000	Fair		0.30	Clear	NONE	1	Imported Channel 1	MBOT	QADCP	VADCP	837000	2690	179000	4.67	FIRM	SAND	UNSP	unkn	UNEV	UNSP	UPST	7900.00
USGS	07374000	160	2013-08-19 12:52:00	CDT	Yes	MLD, JGS	USGS	16.38	433000	Fair		0.40	Clear	NONE	1	Imported Channel 1	MBOT	QADCP	VADCP	433000	2680	131000	3.31	FIRM	SAND	UNEV	unkn	UNEV	UNSP	UPST	7800.00
USGS	07374000	161	2013-11-12 11:58:00	CST	Yes	MLD, JGS	USGS	8.30	262000	Poor		0.30	Clear	NONE	1	Imported Channel 1	MBOT	QADCP	VADCP	262000	2610	108000	2.43	FIRM	SAND	UNSP	unkn	UNEV	UNSP	UPST	7800.00
USGS	07374000	162	2013-12-03 13:37:00	CST	Yes	MLD, JGS	USGS	12.70	341000	Fair		0.60	Clear	NONE	1	Imported Channel 1	MBOT	QADCP	VADCP	341000	2550	119000	2.88	FIRM	SAND	UNSP	unkn	UNEV	UNSP	UPST	9000.00
USGS	07374000	163	2014-01-16 12:44:00	CST	Yes	MLD, JGS	USGS	24.74	598000	Fair		0.40	Clear	NONE	1	Imported Channel 1	MBOT	QADCP	VADCP	598000	2620	154000	3.89	FIRM	SAND	UNSP	unkn	UNEV	UNSP	UPST	9000.00
USGS	07374000	164	2014-02-03 12:40:00	CST	Yes	MLD, JGS	USGS	16.35	404000	Fair		0.30	Clear	NONE	1	Imported Channel 1	MBOT	QADCP	VADCP	404000	2700	128000	3.16	FIRM	SAND	UNSP	unkn	UNEV	UNSP	UPST	8500.00
USGS	07374000	165	2014-03-05 12:15:00	CST	Yes	MLD, JGS	USGS	23.36	588000	Fair		0.40	Clear	NONE	1	Imported Channel 1	MBOT	QADCP	VADCP	588000	2630	153000	3.84	FIRM	SAND	UNSP	unkn	UNEV	UNSP	UPST	9000.00
USGS	07374000	166	2014-03-17 12:37:00	CDT	Yes	MLD, JGS	USGS	23.37	564000	Poor		0.30	Clear	NONE	1	Imported Channel 1	MBOT	QADCP	VADCP	564000	2610	153000	3.68	FIRM	SAND	UNSP	unkn	UNEV	UNSP	UPST	9000.00
USGS	07374000	167	2014-04-07 12:34:00	CDT	Yes	MLD, JGS	USGS	21.90	518000	Fair		0.30	Clear	NONE	1	Imported Channel 1	MBOT	QADCP	VADCP	518000	2590	146000	3.55	FIRM	SAND	UNSP	unkn	UNEV	UNSP	UPST	9000.00
USGS	07374000	168	2014-04-21 12:34:00	CDT	Yes	MLD, JGS	USGS	32.30	851000	Fair		0.30	DebrisHeavy	NONE	1	Imported Channel 1	MBOT	QADCP	VADCP	851000	2840	173000	4.91	FIRM	SAND	UNSP	unkn	UNEV	UNSP	UPST	9000.00
USGS	07374000	169	2014-05-05 13:11:00	CDT	Yes	MLD, JGS	USGS	24.56	603000	Poor		1.00	DebrisHeavy	NONE	1	Imported Channel 1	MBOT	QADCP	VADCP	603000	2540	152000	3.98	FIRM	SAND	UNSP	unkn	UNEV	UNSP	UPST	9000.00
USGS	07374000	170	2014-05-19 11:57:00	CDT	Yes	MLD, JGS	USGS	27.43	659000	Fair		0.30	Clear	NONE	1	Imported Channel 1	MBOT	QADCP	VADCP	659000	2520	164000	4.01	FIRM	SAND	UNSP	unkn	UNEV	UNSP	UPST	7800.00
USGS	07374000	171	2014-06-04 12:48:00	CDT	Yes	MLD, JGS	USGS	27.29	638000	Fair		0.30	Clear	NONE	1	Imported Channel 1	MBOT	QADCP	VADCP	638000	2660	164000	3.89	FIRM	SAND	UNSP	unkn	UNEV	UNSP	UPST	9000.00
USGS	07374000	172	2014-06-16 12:41:00	CDT	Yes	MLD, JGS	USGS	25.39	605000	Fair		0.30	Clear	NONE	1	Imported Channel 1	MBOT	QADCP	VADCP	605000	2600	153000	3.95	FIRM	SAND	UNSP	unkn	UNEV	UNSP	UPST	9000.00
USGS	07374000	173	2014-07-28 12:16:00	CDT	Yes	MLD, JGS	USGS	20.42	492000	Fair		0.30	Clear	NONE	1	Imported Channel 1	MBOT	QADCP	VADCP	492000	2560	142000	3.45	FIRM	SAND	UNSP	unkn	UNEV	UNSP	UPST	9000.00
USGS	07374000	174	2014-08-18 13:09:00	CDT	Yes	MLD, JGS	USGS	9.59	281000	Good		0.30	Clear	NONE	1	Imported Channel 1	MBOT	QADCP	VADCP	281000	2440	117000	2.40	FIRM	SAND	UNSP	unkn	UNEV	UNSP	UPST	9000.00
USGS	07374000	175	2014-10-20 13:07:00	CDT	Yes	JGS, MLD	USGS	15.56	416000	Good		0.40	Clear	NONE	1	Imported Channel 1	MBOT	QADCP	VADCP	416000	2560	128000	3.24	FIRM	SAND	UNSP	unkn	UNEV	UNSP	UPST	7500.00
USGS	07374000	176	2014-12-08 12:14:30	CST	Yes	JGS/MLD	USGS	11.43	316000	Fair	0.01	0.50		NONE	1	Mississippi River	MBOT	QADCP	VADCP	316000	2590	120000	2.63	FIRM	SAND	UNEV	unkn	UNEV	UNSP	UPST	7500.00
USGS	07374000	177	2015-01-12 13:56:23	CST	Yes	JGSJMS	USGS	22.22	553000	Unspecified				NONE	1	Mississippi River	MBOT	QADCP	VADCP	553000	2460	148000	3.74	UNSP	UNSP	UNSP	unkn	UNEV	UNSP	UPST	7500.00
USGS	07374000	178	2015-02-09 12:54:30	CST	Yes	JGS,MLD	USGS	11.38	315000	Fair			Clear	NONE	1	Mississippi River	MBOT	QADCP	VADCP	315000	2390	118000	2.66	UNSP	UNSP	UNSP	unkn	UNEV	UNSP	UPST	7500.00
USGS	07374000	179	2015-03-09 13:21:07	CDT	Yes	PMH/JGS	USGS	22.86	580000	Good				NONE	1	Mississippi River at Baton Rouge	MBOT	QADCP	VADCP	580000	2630	150000	3.87	FIRM	SAND	EVEN	unkn	EVEN	UNFM	UNSP	
USGS	07374000	180	2015-03-23 12:21:00	CDT	No																										
USGS	07374000	181	2015-04-06 14:28:00	CDT	Yes	JGS/mld	USGS	35.95	1010000	Good	0.04	0.50		NONE	1	Mississippi River	MBOT	QADCP	VADCP	1010000	2830	180000	5.58	UNSP	UNSP	UNSP	unkn	UNEV	UNSP	UPST	7500.00
USGS	07374000	182	2015-04-21 09:20:07	CDT	Yes	JGS/mld	USGS	32.94	872000	Good				NONE	1	Mississippi River at Baton Rouge	MBOT	QADCP	VADCP	872000	2730	167000	5.22	FIRM	SAND	EVEN	unkn	EVEN	UNKN	UPST	2000.00
USGS	07374000	183	2015-05-07 12:33:04	CDT	Yes	MLD/PMH	USGS	34.96	918000	Good	-0.03	0.30		NONE	1	MS River @ Baton Rouge, LA	MBOT	QADCP	VADCP	918000	2740	177000	5.18	FIRM	SAND	UNEV	unkn	UNSP	UNSP	UNSP	
USGS	07374000	184	2015-05-18 13:30:07	CDT	Yes	JGS/Mld	USGS	27.55	664000	Good	-0.20	0.50		NONE	1	Mississippi River at Baton Rouge	MBOT	QADCP	VADCP	664000	2630	158000	4.19	FIRM	SAND	EVEN	unkn	EVEN	UNFM	UPST	2000.00
USGS	07374000	185	2015-06-01 12:30:05	CDT	Yes	JGS/Mld	USGS	30.82	760000	Good	0.01	1.00		NONE	1	Mississippi River at Baton Rouge	MBOT	QADCP	VADCP	760000	2710	166000	4.59	FIRM	SAND	EVEN	unkn	EVEN	UNFM	UPST	2000.00
USGS	07374000	186	2015-06-15 12:50:01	CDT	Yes	PMH/JGS	USGS	32.73	817000	Fair	0.05	0.50	DebrisLight	NONE	1	Miss River at BTR	MBOT	QADCP	VADCP	817000	2660	176000	4.64	SOFT	SAND	UNEV	unkn	UNSP	UNSP	UNSP	
USGS	07374000	187	2015-07-13 12:17:02	CDT	Yes	JGS/Mld	USGS	37.25	966000	Fair	0.04	0.50		NONE	1	Mississippi River at Baton Rouge	MBOT	QADCP	VADCP	966000	2890	191000	5.05	FIRM	SAND	EVEN	unkn	UNEV	UNFM	UPST	2000.00
USGS	07374000	188	2015-08-10 11:31:00	CDT	Yes	JGS/Mld	USGS	34.71	856000	Fair	0.00	1.00		NONE	1	Mississippi River at Baton Rouge	MBOT	QADCP	VADCP	856000	2780	184000	4.64	FIRM	SAND	EVEN	unkn	EVEN	UNFM	UPST	2000.00
USGS	07374000	189	2015-10-05 12:16:09	CDT	Yes	JGS/PMH	USGS	7.87	219000	Fair	0.01	0.50		NONE	1	Mississippi River @ Baton Rouge	MBOT	QADCP	VADCP	219000	2230	120000	1.83	FIRM	SAND	EVEN	unkn	EVEN	UNFM	UPST	2000.00
USGS	07374000	190	2015-12-07 11:53:20	CST	Yes	PMH/JGS	USGS	28.03	715000	Good			DebrisLight	NONE	1	Mississippi River @ Baton Rouge	MBOT	QADCP	VADCP	715000	2620	168000	4.26	FIRM	SAND	UNEV	unkn	UNSP	UNSP	UNSP	
USGS	07374000	191	2016-01-04 12:44:13	CST	Yes	SMP/MLD	USGS	35.05	946000	Good	0.00	0.40		NONE	1	Main	MBOT	QADCP	VADCP	946000	3470	180000	5.25	UNSP	UNSP	UNSP	unkn	EVEN	UNSP	UPST	2000.00
USGS	07374000	192	2016-01-11 14:36:40	CST	Yes	PMH/JGS	USGS	41.16	1230000	Good				NONE	1	Main	MBOT	QADCP	VADCP	1230000	3490	201000	6.11	SOFT	silt	UNEV	unkn	UNEV	STND	UPST	750.00
USGS	07374000	193	2016-01-15 10:47:06	CST	Yes	TEB/SMP	USGS	42.96	1340000	Good	0.00	1.40	Clear	NONE	1	Main	MBOT	QADCP	VADCP	1340000	3500	212000	6.30	UNSP	UNSP	UNSP	unkn	EVEN	UNSP	UPST	1500.00
